,Genome ID,Genome Name,gram,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Source,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
3157,2420310.3,Streptococcus sp. FDAARGOS_522 strain Not applicable,positive,,2420310,Complete,Not applicable,,,,MLST.Streptococcus_agalactiae.1,,FDA:FDAARGOS_522,,2018-11-21T00:00:00Z,,PRJNA231221,SAMN10163216,GCA_003812445.1,,CP033808,,US Food and Drug Administration,,Pacbio; Illumina,30.46x,Canu v. 1.2,1,,1,2101126,35.525906,2148,2099,Vagina,Miscellaneous vagina,,2/7/16,,,,,,,,"Human, Homo sapiens",female,19Y,,,,host_description:Not applicable,,,,,,,,,,,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",collected_by:Children's National Hospital,100,99.8,,,,Good,2018-11-30T03:09:24.920Z,2018-11-30T03:09:24.920Z
3158,2420313.3,Enterococcus sp. FDAARGOS_553 strain Not applicable,positive,,2420313,Complete,Not applicable,,,,MLST.Enterococcus_faecium.755,,FDA:FDAARGOS_553,,2018-11-21T00:00:00Z,,PRJNA231221,SAMN10163246,GCA_003812305.1,,"CP033740,CP033739,CP033741",,US Food and Drug Administration,,Pacbio; Illumina,121.10x,Canu v. 1.4,1,2,3,3283483,40.41507,3324,3114,None,,,,,,,,,,,"Human, Homo sapiens",,,,,,host_description:Not applicable,,,,,,,,,,,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",collected_by:University of North Carolina,99.3,97.9,,,,Good,2018-11-30T03:08:09.268Z,2018-11-30T03:08:09.268Z
3184,2489010.6,Klebsiella africana strain 200023,negative,,2489010,Complete,200023,,,,,,,,2021-10-19T00:00:00Z,,PRJNA768294,SAMN22024779,GCA_020526085.1,,"CP084874,CP084875",,Monash University,,Minion (Oxford Nanopore) and NextSeq,50x,Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3;,1,1,2,5443802,56.696957,5334,5120,Stool,feces,,2016,,Senegal,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,Complete genomes from a range of Klebsiella species across the Klebsiella pneumoniae species complex. Some genomes overlapping with PRJEB15325,"sample_type:Whole organism;biomaterial_provider:Department of Infectious Diseases, Monash University, Melbourne, Victoria, Australia",99.8,98.5,,,,Good,2021-12-24T12:10:55.486Z,2021-12-24T12:10:55.486Z
3185,2500132.3,Enterobacter sp. N18-03635,negative,,2500132,Complete,N18-03635,,,,MLST.Enterobacter_cloacae.261,,,,2019-01-09T00:00:00Z,,PRJNA511479,SAMN10638715,GCA_004006055.1,,"CP034769,CP034768",,Public Health Agency of Canada,,Illumina NextSeq; Oxford Nanopore MiniION,20.0x,Unicycler v. 0.4.6.0,1,1,2,4687155,55.625065,4516,4411,Stool,rectal swab,,,Canada,Canada,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Carbapenemase-producing organisms isolated in Canada,collected_by:not collected,99.4,98.8,,,,Good,2019-02-01T04:38:18.470Z,2019-02-01T04:38:18.470Z
3186,2545800.3,Pseudomonas sp. FDAARGOS_761 strain Not applicable,negative,,2545800,Complete,Not applicable,,,,MLST.Pseudomonas_aeruginosa.971,,FDA:FDAARGOS_761,,2020-06-15T00:00:00Z,,PRJNA231221,SAMN11056476,GCA_013343155.1,,CP054572,,US Food and Drug Administration,,Pacbio; Illumina,616.89x,"SMRT v. 2.3.0, HGAP v. 3",1,,1,6384852,66.415596,6009,5847,Stool,healthy biopsy tissue taken from the rectum,,,USA,USA:VA,,,,,,"Human, Homo sapiens",male,59Y,,,,host_description:Not applicable,,,,,,,,,,,,,"In May 2014, the FDA and collaborators established a publicly available dAtabase for Reference Grade micrObial Sequences called FDA-ARGOS. With funding support from FDA’s Office of Counterterrorism and Emerging Threats (OCET) and DoD, the FDA-ARGOS team are initially collecting and sequencing 2000 microbes that include biothreat microorganisms, common clinical pathogens and closely related species. Currently, FDA-ARGOS microbial genomes are generated in 3 phases. Generally:  Phase 1 entails collection of a previously identified microbe and nucleic acid extraction. Phase 2, the microbial nucleic acids are sequenced and de novo assembled using Illumina and PacBio sequencing platforms at the Institute for Genome Sciences at the University of Maryland (UMD-IGS). Phase 3, the assembled genomes are vetted by an ID-NGS subject matter expert working group consisting of FDA personnel and collaborators and the data are deposited in NCBI databases.   The FDA-ARGOS genomes meet the quality metrics for reference-grade genomes for regulatory use. FDA-ARGOS reference genomes have been de novo assembled with high depth of base coverage and placed within a pre-established phylogenetic tree. Each microbial isolate in the database is covered at a minimum of 20X over 95 percent of the assembled core genome. Furthermore, sample specific metadata, raw reads, assemblies, annotation and details of the bioinformatics pipeline are available.",collected_by:BEI Resources/American Type and Culture Collection (ATCC),96.9,96.1,,,,Good,2020-07-01T15:34:48.487Z,2020-07-01T15:34:48.487Z
3187,2572075.3,Campylobacter sp. CFSAN093257,negative,,197,Complete,CFSAN093257,,,,,,,,2020-04-27T00:00:00Z,,PRJNA258022,SAMN11487379,GCA_012889875.1,,CP040616,,FDA/CFSAN,,"Oxford Nanopore GridION, Illumina MiSeq",76x,SPAdes; CANU v. SPAdes v3.1.1; Canu v1.7,1,,1,1720666,30.4689,1817,1754,None,,,1/3/18,Chile,Chile,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Whole genome sequencing of cultured Campylobacter from FDA-CFSAN (Center for Food Safety and Applied Nutrition) for surveillance of foodborne pathogens.,"collected_by:Carlos Blondel lab, Universidad Autonoma",99,98.9,,,,Good,2020-06-03T21:28:39.028Z,2020-06-03T21:28:39.028Z
3188,2572089.3,TM7 phylum sp. oral taxon 952 strain TM7x,negative,,2572089,Complete,TM7x,,,,,,,,2019-05-23T00:00:00Z,,PRJNA282954,SAMN11483332,GCA_005697395.1,,CP040011,,The Forsyth Institute,,PacBio Sequel,776x,HGAP v. 4,1,,1,705178,44.451614,721,701,Mouth,human oral cavity UCLA1,,13-May,USA,"USA: Los Angeles, California",,,100 m,,,"Human, Homo sapiens",male,42,,,,,,,,,,,,C,,,,,Forsyth oral bacterial genomes isolated in pure culture from human oral samples,"sample_type:whole organism;biomaterial_provider:Floyd E. Dewhirst, The Forsyth Institute, 245 First Street, Cambridge, Massachusetts, 02152;collected_by:Forsyth Institute;lab_host:Actinomyces odontolyticus strain XH001",,,,,,Good,2019-07-21T01:48:53.673Z,2019-07-21T01:48:53.673Z
3192,2576376.3,Streptococcus sp. 1643,positive,,2576376,Complete,1643,,,,,,,,2019-06-11T00:00:00Z,,PRJNA542100,SAMN06040852,GCA_006228325.1,,CP040231,,The University of Texas at Dallas,,Illumina HiSeq; PacBio RSII,100.0x,Unicycler v. 0.4.7,1,,1,1898954,41.23349,1913,1882,None,Infective endocarditits,,1999/2003,USA,USA,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Whole genome sequencing associated with phosphatidylcholine biosynthesis in Mitis Group Streptococci,sample_type:Hospital Isolate,,,,,,Good,2019-07-21T02:11:59.281Z,2019-07-21T02:11:59.281Z
3195,2590157.5,Klebsiella variicola subsp. variicola strain 01A065,negative,,2590157,Complete,01A065,,,,,,,,2021-10-19T00:00:00Z,,PRJNA768294,SAMN22024812,GCA_020525605.1,,CP084766,,Monash University,,Minion (Oxford Nanopore) and NextSeq,50x,Trycycler; Medaka; Pilon v. 0.3.3; 1.3.3;,1,,1,5467687,57.56573,5332,5162,Blood,blood,,1997,,Austria,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,Complete genomes from a range of Klebsiella species across the Klebsiella pneumoniae species complex. Some genomes overlapping with PRJEB15325,"sample_type:Whole organism;biomaterial_provider:Department of Infectious Diseases, Monash University, Melbourne, Victoria, Australia",99.9,98.7,,,,Good,2021-10-31T16:14:01.045Z,2021-10-31T16:14:01.045Z
3196,2592065.4,Escherichia coli O1:H42 strain CLSC36,negative,,2592065,Complete,CLSC36,O1:H42,,UPEC,MLST.Escherichia_coli_1.648,,,,2019-07-09T00:00:00Z,,PRJNA551561,SAMN12158196,GCA_006777045.1,,"CP041300,CP041299",,McGill University,,PacBio,138.0x,HGAP v. May-2015; Celera Assembler v.,1,1,2,5278774,50.42186,5293,4992,Urine,urine from healthy adult with cystitis,,9/26/05,Canada,Canada: Montreal,,,,,,"Human, Homo sapiens",,,cystitis,,,,,,,,,,,,,,,,This strain was sequenced as part of a study that investigated the activity of the outer membrane protease OmpT among uropathogenic Escherichia coli clinical isolates. Healthy adult with cystitis,collected_by:Student health services McGill University,99.6,98.4,,,,Good,2019-09-30T16:44:45.900Z,2019-09-30T16:44:45.900Z
3214,2666100.4,Neisseria brasiliensis strain N.177.16,negative,,2666100,Complete,N.177.16,,,,,genotype:Capsule group B,,,2019-11-19T00:00:00Z,,PRJNA588397,SAMN13243042,GCA_009671065.1,,CP046027,,University of Pittsburgh,,Oxford Nanopore MiniION,80x,SPAdes v. 3.6,1,,1,2617510,49.228695,2828,2532,Wound,ulcer exudate,,2016-02,Brazil,Brazil: Parana State.,,,,,,"Human, Homo sapiens",female,74,Wound infection,,,host_description:Leprosy (Hansen's disease);host_health_state:poor,,,,,,,,,,,,,Isolates from two human cases of Neisseria brasiliensis carrying N. meningitidis capsule genes,"collected_by:Claudio Sacchi Institute Adolfo Lutz, Brazil",96.6,96.1,,,,Good,2019-12-30T22:47:03.842Z,2019-12-30T22:47:03.842Z
3217,2697517.3,Escherichia coli O84:H7 strain Trh52,negative,,2697517,Complete,Trh52,O84:H7,,EPEC/ExPEC,MLST.Escherichia_coli_1.28,genotype:ST28,,,2021-02-03T00:00:00Z,,PRJNA593384,SAMN13782172,GCA_016803935.1,,"CP047600,CP047601",,Norwegian University of Life Sciences,,Oxford Nanopore MiniION; Illumina MiSeq,27.7x,Unicycler v. 0.4.7.0,1,1,2,4926859,50.58391,4863,4617,Stool,feces,,2002,Norway,Norway: Trondelag,,,,,,Homo sapiens,,<5,Diarrhea,,,,,,,,,,,,,,,,Sequencing of enteropathogenic Escherichia coli clinical isolates,"collected_by:Department of Medical Microbiology, St. Olavs Hospital",100,99.6,,,,Good,2021-02-27T17:36:49.399Z,2021-02-27T17:36:49.399Z
3254,2807624.3,Staphylococcus sp. SM9054,positive,,2807624,Complete,SM9054,,,,MLST.Staphylococcus_aureus.97,,,,2021-02-22T00:00:00Z,,PRJNA698720,SAMN17734770,GCA_016917335.1,,CP070306,,Korea University,,PacBio Sequel,100.0x,FALCON-Unzip v. 0.5,1,,1,2836077,32.83472,2780,2739,None,,,2020-11,South Korea,South Korea,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,Complete genome of Staphylococcus sp. SM9094,sample_type:whole organism,100,99.7,,,,Good,2021-03-27T18:56:20.916Z,2021-03-27T18:56:20.916Z
3255,2807625.3,Staphylococcus sp. SM3655,positive,,2807625,Complete,SM3655,,,,MLST.Staphylococcus_aureus.97,,,,2021-02-22T00:00:00Z,,PRJNA698719,SAMN17734769,GCA_016917315.1,,CP070305,,Korea University,,PacBio Sequel,100.0x,FALCON-Unzip v. 0.5,1,,1,2836293,32.835217,2780,2739,None,,,2020-12,South Korea,South Korea,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,Complete genome of Staphylococcus sp. SM3655,sample_type:whole organism,100,99.7,,,,Good,2021-03-27T18:55:32.517Z,2021-03-27T18:55:32.517Z
3261,2810404.4,Escherichia coli O7:H4 strain MIN14,negative,,2810404,Complete,MIN14,O7:H4,,,"MLST.Escherichia_coli_1.93,MLST.Escherichia_coli_2.83",genotype:ST-93,,,2021-03-23T00:00:00Z,,PRJNA700422,SAMN17831486,GCA_017570585.1,,"CP069646,CP069647,CP069648,CP069649,CP069651,CP069652,CP069653,CP069654,CP069655,CP069656,CP069650",,Medical University of Bialystok,,Illumina MiSeq; Oxford Nanopore MinION,100x,Unicycler hybrid assembly v. v0.4.8-beta,1,10,11,5032262,50.624413,5124,4783,Respiratory,upper respiratory tract,,7/21/16,Poland,Poland: Bialystok,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,Genome and mobilome structures of extraintestinal E. coli strains isolated in Poland,,99.9,98.8,,,,Good,2021-03-29T20:45:20.877Z,2021-03-29T20:45:20.877Z
3262,2810405.4,Escherichia coli O89m:H10 strain MIN12,negative,,2810405,Complete,MIN12,O89m:H10,,,"MLST.Escherichia_coli_1.10,MLST.Escherichia_coli_2.2",genotype:ST-10,,,2021-03-23T00:00:00Z,,PRJNA700422,SAMN17831485,GCA_017570605.1,,"CP069657,CP069658,CP069659,CP069660,CP069662,CP069663,CP069664,CP069665,CP069661",,Medical University of Bialystok,,Illumina MiSeq; Oxford Nanopore MinION,484x,Unicycler hybrid assembly v. v0.4.8-beta,1,8,9,5274803,50.791298,5402,5018,Wound,wound,,5/5/18,Poland,Poland: Bialystok,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,Genome and mobilome structures of extraintestinal E. coli strains isolated in Poland,,99.9,99.3,,,,Good,2021-03-29T20:40:45.930Z,2021-03-29T20:40:45.930Z
3263,2810406.4,Escherichia coli O89m:H9 strain MIN11,negative,,2810406,Complete,MIN11,O89m:H9,,,"MLST.Escherichia_coli_2.2,MLST.Escherichia_coli_1.10",genotype:ST-10,,,2021-03-23T00:00:00Z,,PRJNA700422,SAMN17831484,GCA_017570625.1,,"CP069666,CP069667,CP069668,CP069670,CP069671,CP069672,CP069673,CP069674,CP069675,CP069676,CP069669",,Medical University of Bialystok,,Illumina MiSeq; Oxford Nanopore MinION,100x,Unicycler hybrid assembly v. v0.4.8-beta,1,10,11,4988215,50.413765,5016,4688,Respiratory,lower respiratory tract,,3/29/18,Poland,Poland: Bialystok,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,Genome and mobilome structures of extraintestinal E. coli strains isolated in Poland,,99.5,99,,,,Good,2021-03-29T20:45:10.509Z,2021-03-29T20:45:10.509Z
3264,2810407.4,Escherichia coli O126:H45 strain MIN10,negative,,2810407,Complete,MIN10,O126:H45,,,"MLST.Escherichia_coli_1.162,MLST.Escherichia_coli_2.355",genotype:ST-162,,,2021-03-23T00:00:00Z,,PRJNA700422,SAMN17831483,GCA_017570645.1,,"CP069677,CP069678,CP069679,CP069681,CP069680",,Medical University of Bialystok,,Illumina MiSeq; Oxford Nanopore MinION,260x,Unicycler hybrid assembly v. v0.4.8-beta,1,4,5,5402822,50.560966,5496,5171,Respiratory,upper respiratory tract,,3/13/18,Poland,Poland: Bialystok,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,Genome and mobilome structures of extraintestinal E. coli strains isolated in Poland,,99.9,99,,,,Good,2021-03-29T20:44:54.494Z,2021-03-29T20:44:54.494Z
3265,2810408.4,Escherichia coli O176:H45 strain MIN9,negative,,2810408,Complete,MIN9,O176:H45,,,,genotype:ST-6856,,,2021-03-23T00:00:00Z,,PRJNA700422,SAMN17831482,GCA_017570665.1,,"CP069682,CP069683,CP069684,CP069686,CP069687,CP069688,CP069689,CP069690,CP069691,CP069685",,Medical University of Bialystok,,Illumina MiSeq; Oxford Nanopore MinION,100x,Unicycler hybrid assembly v. v0.4.8-beta,1,9,10,5032799,50.551075,5126,4789,Wound,wound,,3/5/18,Poland,Poland: Bialystok,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,Genome and mobilome structures of extraintestinal E. coli strains isolated in Poland,,99.9,98.7,,,,Good,2021-03-29T20:45:24.823Z,2021-03-29T20:45:24.823Z
3266,2810409.4,Escherichia coli H20 strain MIN6,negative,,2810409,Complete,MIN6,H20,,,"MLST.Escherichia_coli_1.533,MLST.Escherichia_coli_2.310",genotype:ST-553,,,2021-03-23T00:00:00Z,,PRJNA700422,SAMN17831481,GCA_017570685.1,,"CP069692,CP069693,CP069694,CP069696,CP069697,CP069698,CP069699,CP069700,CP069695",,Medical University of Bialystok,,Illumina MiSeq; Oxford Nanopore MinION,446x,Unicycler hybrid assembly v. v0.4.8-beta,1,8,9,5186956,50.59108,5268,4909,Wound,wound,,9/6/17,Poland,Poland: Bialystok,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,Genome and mobilome structures of extraintestinal E. coli strains isolated in Poland,,99.8,98.3,,,,Good,2021-03-29T20:45:16.550Z,2021-03-29T20:45:16.550Z
3316,2829835.3,Klebsiella sp. P1954,negative,,2829835,Complete,P1954,,,,MLST.Klebsiella_pneumoniae.15,,,,2021-04-29T00:00:00Z,,PRJNA722138,SAMN18746132,GCA_018199955.1,,"CP073373,CP073374,CP073375,CP073376",,Institute of Environmental Microbiology,,Oxford Nanopore,257.2x,CANU v. 1.5,1,3,4,5650766,57.129246,5578,5368,None,,,8/27/19,China,"China: Fuzhou, Fujian",,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,klebsiella isolated from hospital,sample_type:strain,99.6,98.2,,,,Good,2021-06-02T18:04:16.145Z,2021-06-02T18:04:16.145Z
3317,2829836.3,Klebsiella sp. P1927,negative,,2829836,Complete,P1927,,,,MLST.Klebsiella_pneumoniae.11,,,,2021-04-29T00:00:00Z,,PRJNA722143,SAMN18746170,GCA_018204675.1,,"CP073377,CP073378,CP073379,CP073380",,Institute of Environmental Microbiology,,Oxford Nanopore,295.5x,Canu v. 1.5,1,3,4,6172359,56.608276,6366,6081,None,,,8/27/19,China,"China: Fuzhou, Fujian",,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,Klebsiella isolated from hospital confers extremly high multi-antibiotics resistance,sample_type:strain,99.7,98.2,,,,Good,2021-06-02T18:04:11.468Z,2021-06-02T18:04:11.468Z
3328,2838237.5,Leptospira sp. severe_002,negative,,2838237,Complete,severe_002,,,,MLST.Leptospira_spp.49,,,,2021-10-25T00:00:00Z,34638178,PRJNA716760,SAMN18451304,GCA_020544525.1,,"CP075692,CP075693",,Chulalongkorn University,,Illumina MiSeq,69.19x,SPAdes v. 3.13.0,2,,2,5523351,37.523502,5793,,None,"2 patietns, one with mild and another with severe symptoms, were inlcuded","isolated from 2 patietns, one with mild and another with severe symptoms, were inlcuded in this study",7/2/12,,Thailand,,,,,,Homo sapiens,,,,,,,,,,,,,,,,,,,"Leptospirosis is a zoonotic disease, caused by spirochetes from the genus Leptospira. In Thailand, Leptospira interrogans is a major cause of leptospirosis. Leptospirosis patients present with the wide range of clinical manifestations from asymptomatic, mild infections to severe illness involving organ failures. For better understanding the difference between Leptopira isolates causing mild and severe leptospirosis, illumina sequencing was used to sequence genomic DNA in both serotype. DNA of Leptospira isolated from 2 patietns, one with mild and another with severe symptoms, were inlcuded in this study. The paired-end reads were removed adapters and trimmed with Q30 score using Trimmomatic. Trimmed reads were constructed to contigs and scaffolds using Spades. Cross-contamination of scaffolds was evaluated by ContEst16s. Prokka tool for bacterial annotation was used to annotate sequences from both Leptospira isolates. Predicted amino acid sequences from Prokka were searched to EggNOG and David gene ontology database for finding gene ontology. In addition, Leptospira from mild and severe patients annotated that passed the criteria e-value < 10e-5 from blastp against virulence factor database were used to analysis with venn diagram. From this study, we found 13 and 12 genes that unique in the isolates from mild and severe patietns, respectively. The 12 genes in the severe isolate might be virulence factor genes that affect disease severity. However, these genes should be validated in further study.",sample_type:culture,99,97.6,,,,Good,2021-12-24T12:53:08.616Z,2021-12-24T12:53:08.616Z
